mcav_gene_name,orthogroup,entry
Mcav_TRINITY_GG_53075_c21_g1_i1.p1,OG0003449,A2BGU9
Mcav_TRINITY_GG_46549_c6_g1_i1.p1,OG0007419,Q60632
Mcav_TRINITY_GG_10567_c0_g1_i1.p1,OG0010834,NA
Mcav_TRINITY_GG_53861_c4_g1_i1.p1,OG0001823,B6ZLK2
Mcav_TRINITY_GG_8853_c17_g1_i3.p1,OG0003451,O94913
Mcav_TRINITY_GG_34031_c13_g1_i10.p1,OG0003614,Q29611
Mcav_TRINITY_GG_59020_c1_g1_i1.p1,OG0010293,Q9H583
Mcav_TRINITY_GG_31274_c1_g1_i1.p1,OG0001674,Q3TDQ1
Mcav_TRINITY_GG_35449_c2_g1_i3.p2,OG0010281,O77836
Mcav_TRINITY_GG_16902_c48_g1_i1.p1,OG0002488,Q571F8
Mcav_TRINITY_GG_35412_c7_g2_i1.p1,OG0007649,NA
Mcav_TRINITY_GG_48464_c11_g1_i1.p1,OG0001484,Q6P5L8
Mcav_TRINITY_GG_56002_c0_g1_i1.p1,OG0010755,Q86IA3
Mcav_TRINITY_GG_6619_c7_g1_i2.p1,OG0008719,NA
Mcav_TRINITY_GG_1874_c2_g1_i1.p1,OG0003786,Q06136
Mcav_TRINITY_GG_51202_c1_g1_i1.p1,OG0003231,Q5TYP4
Mcav_TRINITY_GG_42666_c6_g1_i1.p1,OG0011835,Q63081
Mcav_TRINITY_GG_23190_c34_g1_i3.p1,OG0004092,NA
Mcav_TRINITY_GG_2864_c5_g1_i1.p1,OG0010700,NA
Mcav_TRINITY_GG_45696_c3_g1_i1.p1,OG0006101,NA
Mcav_TRINITY_GG_17549_c1_g1_i2.p1,OG0010583,Q39752
Mcav_TRINITY_GG_17947_c0_g1_i1.p1,OG0010237,P15870
Mcav_TRINITY_GG_14988_c0_g1_i1.p1,OG0006149,O35218
Mcav_TRINITY_GG_10887_c2_g1_i1.p1,OG0001184,Q9XTR8
Mcav_TRINITY_GG_49997_c4_g1_i1.p1,OG0005483,Q0VFZ6
Mcav_TRINITY_GG_5953_c4_g1_i7.p1,OG0005747,Q4T2X8
Mcav_TRINITY_GG_20849_c9_g1_i1.p1,OG0011570,NA
Mcav_TRINITY_GG_38817_c131_g1_i1.p1,OG0004354,Q8AVT9
Mcav_TRINITY_GG_37814_c7_g1_i1.p1,OG0001433,Q86VW1
Mcav_TRINITY_GG_30375_c32_g1_i3.p1,OG0006976,P01031
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,OG0002336,K0E4E1
Mcav_TRINITY_GG_19380_c5_g1_i1.p1,OG0012323,Q63ZI0
Mcav_TRINITY_GG_28537_c4_g1_i1.p1,OG0008671,Q9H4K1
Mcav_TRINITY_GG_43800_c0_g1_i1.p1,OG0005054,NA
Mcav_TRINITY_GG_8498_c2_g1_i1.p1,OG0007263,NA
Mcav_TRINITY_GG_14967_c22_g1_i1.p1,OG0010405,P19419
Mcav_TRINITY_GG_39049_c2_g1_i3.p1,OG0007283,NA
Mcav_TRINITY_GG_17648_c23_g1_i1.p1,OG0010517,Q03358
Mcav_TRINITY_GG_34725_c9_g1_i1.p2,OG0000527,P45845
Mcav_TRINITY_GG_33639_c0_g1_i4.p1,OG0001503,P38487
Mcav_TRINITY_GG_21721_c1_g1_i1.p1,OG0007112,Q8BG58
Mcav_TRINITY_GG_33715_c2_g1_i1.p1,OG0011093,NA
Mcav_TRINITY_GG_28508_c1_g1_i1.p1,OG0011927,Q6DHB5
Mcav_TRINITY_GG_37949_c0_g1_i1.p1,OG0010929,Q5U4C9
Mcav_TRINITY_GG_24210_c6_g1_i1.p1,OG0005324,Q60HG0
Mcav_TRINITY_GG_36207_c0_g1_i1.p1,OG0010429,NA
Mcav_TRINITY_GG_23674_c32_g1_i1.p1,OG0003437,A4GTP4
Mcav_TRINITY_GG_36848_c105_g1_i2.p1,OG0003226,Q5ZM14
Mcav_TRINITY_GG_55281_c0_g1_i1.p1,OG0011081,Q923S9
Mcav_TRINITY_GG_33822_c3_g1_i1.p1,OG0002703,O94822
Mcav_TRINITY_GG_58920_c3_g1_i5.p1,OG0002698,NA
Mcav_TRINITY_GG_55312_c14_g1_i1.p1,OG0005141,Q9CQF6
Mcav_TRINITY_GG_32318_c0_g1_i1.p1,OG0001018,Q86YT5
Mcav_TRINITY_GG_37547_c0_g1_i1.p1,OG0000583,NA
Mcav_TRINITY_GG_4657_c2_g1_i1.p1,OG0010193,Q9UPN3
Mcav_TRINITY_GG_21331_c0_g1_i2.p1,OG0000232,NA
Mcav_TRINITY_GG_39867_c4_g1_i1.p1,OG0005860,Q9H3S4
Mcav_TRINITY_GG_32782_c0_g1_i1.p1,OG0001904,H9JW43
Mcav_TRINITY_GG_3879_c34_g1_i3.p1,OG0005375,Q6TLH3
Mcav_TRINITY_GG_56790_c2_g1_i1.p1,OG0002269,NA
Mcav_TRINITY_GG_36678_c1_g1_i1.p1,OG0005783,Q9D0N7
Mcav_TRINITY_GG_26504_c2_g1_i1.p1,OG0007660,A7S1L6
Mcav_TRINITY_GG_54769_c0_g1_i1.p1,OG0010742,NA
Mcav_TRINITY_GG_12225_c17_g1_i3.p1,OG0004313,P49748
Mcav_TRINITY_GG_28544_c6_g1_i1.p1,OG0000124,O16025
Mcav_TRINITY_GG_26738_c2_g1_i3.p1,OG0004930,Q8CGR7
Mcav_TRINITY_GG_20352_c3_g1_i1.p1,OG0010499,Q4R5X8
Mcav_TRINITY_GG_29955_c5_g1_i1.p1,OG0003405,NA
Mcav_TRINITY_GG_54169_c100_g2_i2.p1,OG0002166,A3BF39
Mcav_TRINITY_GG_39073_c95_g1_i1.p1,OG0001733,Q3ZBY7
Mcav_TRINITY_GG_26609_c7_g1_i2.p1,OG0007624,Q2KID6
Mcav_TRINITY_GG_28770_c7_g1_i5.p1,OG0010545,B4F7A1
Mcav_TRINITY_GG_18904_c0_g1_i1.p1,OG0010080,NA
Mcav_TRINITY_GG_14132_c14_g1_i2.p1,OG0000180,NA
Mcav_TRINITY_GG_21121_c8_g1_i1.p1,OG0008034,Q9QZA6
Mcav_TRINITY_GG_56545_c100_g1_i4.p1,OG0012796,Q9UGM3
Mcav_TRINITY_GG_28482_c12_g1_i2.p1,OG0011034,Q8CG08
Mcav_TRINITY_GG_19032_c1_g1_i1.p1,OG0011187,Q5DTY9
Mcav_TRINITY_GG_26460_c1_g1_i1.p1,OG0001531,O88943
Mcav_TRINITY_GG_17529_c3_g1_i2.p1,OG0008160,P57784
Mcav_TRINITY_GG_53737_c4_g2_i2.p1,OG0003009,Q5T2D3
Mcav_TRINITY_GG_31959_c5_g1_i1.p1,OG0005592,NA
Mcav_TRINITY_GG_16511_c17_g1_i1.p1,OG0000738,NA
Mcav_TRINITY_GG_2593_c9_g1_i1.p2,OG0000363,P23572
Mcav_TRINITY_GG_57651_c5_g1_i1.p1,OG0000874,Q8LGG8
Mcav_TRINITY_GG_47953_c0_g1_i1.p1,OG0004405,NA
Mcav_TRINITY_GG_45652_c4_g1_i1.p1,OG0008511,P16157
Mcav_TRINITY_GG_8909_c11_g1_i1.p1,OG0007938,NA
Mcav_TRINITY_GG_47823_c8_g1_i10.p1,OG0007908,Q7Y0S0
Mcav_TRINITY_GG_48643_c4_g1_i1.p1,OG0010911,NA
Mcav_TRINITY_GG_23222_c0_g1_i1.p1,OG0012502,NA
Mcav_TRINITY_GG_18665_c28_g1_i1.p1,OG0010010,P11064
Mcav_TRINITY_GG_46490_c2_g1_i1.p1,OG0007522,NA
Mcav_TRINITY_GG_39416_c78_g1_i1.p1,OG0012839,Q4KLJ8
Mcav_TRINITY_GG_33595_c0_g1_i1.p1,OG0006738,NA
Mcav_TRINITY_GG_41984_c42_g1_i1.p1,OG0010134,NA
Mcav_TRINITY_GG_43206_c14_g1_i1.p2,OG0010230,Q7ZT01
Mcav_TRINITY_GG_8475_c2_g1_i2.p1,OG0011237,Q6DE75
Mcav_TRINITY_GG_19895_c13_g1_i1.p1,OG0010094,NA
Mcav_TRINITY_GG_30860_c0_g1_i1.p1,OG0010441,NA
Mcav_TRINITY_GG_52997_c3_g1_i1.p1,OG0007739,Q96BD0
Mcav_TRINITY_GG_55517_c2_g1_i1.p1,OG0010479,NA
Mcav_TRINITY_GG_33134_c1_g1_i1.p1,OG0012085,NA
Mcav_TRINITY_GG_6130_c0_g1_i1.p1,OG0011168,NA
Mcav_TRINITY_GG_34795_c3_g1_i1.p2,OG0008323,Q8N5L8
Mcav_TRINITY_GG_10813_c1_g1_i3.p1,OG0000378,P21927
Mcav_TRINITY_GG_43156_c1_g1_i1.p1,OG0003952,Q9NVH0
Mcav_TRINITY_GG_46777_c0_g1_i1.p1,OG0009610,NA
Mcav_TRINITY_GG_1581_c1_g1_i4.p1,OG0007704,Q86V85
Mcav_TRINITY_GG_5817_c34_g1_i1.p1,OG0010084,Q5XIB5
Mcav_TRINITY_GG_54743_c6_g1_i2.p1,OG0007402,Q6AXJ7
Mcav_TRINITY_GG_41721_c2_g1_i1.p1,OG0003823,Q7K4Q5
Mcav_TRINITY_GG_18206_c1_g1_i1.p1,OG0001825,O95685
Mcav_TRINITY_GG_20052_c3_g1_i3.p1,OG0003771,Q04836
Mcav_TRINITY_GG_53611_c3_g1_i1.p1,OG0005013,P83095
Mcav_TRINITY_GG_16902_c72_g1_i2.p1,OG0009908,Q9JK72
Mcav_TRINITY_GG_16169_c1_g1_i1.p1,OG0007390,Q5C9L6
Mcav_TRINITY_GG_48018_c2_g1_i1.p1,OG0007030,NA
Mcav_TRINITY_GG_28520_c10_g2_i1.p1,OG0011028,Q9CQ52
Mcav_TRINITY_GG_60487_c2_g1_i1.p1,OG0010531,NA
Mcav_TRINITY_GG_43154_c10_g1_i5.p2,OG0005186,P70618
Mcav_TRINITY_GG_31986_c7_g1_i1.p1,OG0006997,Q86WC6
Mcav_TRINITY_GG_39416_c89_g1_i1.p1,OG0005152,P04844
Mcav_TRINITY_GG_8943_c6_g1_i1.p1,OG0010258,Q8VC42
Mcav_TRINITY_GG_58481_c7_g1_i2.p1,OG0011852,Q9QZN3
Mcav_TRINITY_GG_35436_c13_g1_i1.p1,OG0005983,Q96KN3
Mcav_TRINITY_GG_48365_c5_g1_i3.p1,OG0006707,O14776
Mcav_TRINITY_GG_43154_c10_g1_i4.p1,OG0005356,P70618
Mcav_TRINITY_GG_29816_c8_g1_i2.p1,OG0001905,O08532
Mcav_TRINITY_GG_30833_c11_g1_i2.p1,OG0004304,P42686
Mcav_TRINITY_GG_11749_c1_g1_i1.p1,OG0006983,Q96AC1
Mcav_TRINITY_GG_27326_c8_g1_i1.p1,OG0006247,Q61087
Mcav_TRINITY_GG_39941_c6_g1_i1.p1,OG0007161,Q8N8Q8
Mcav_TRINITY_GG_18313_c3_g1_i1.p1,OG0012197,Q96DA2
Mcav_TRINITY_GG_26302_c2_g1_i1.p1,OG0008576,A1L251
Mcav_TRINITY_GG_17781_c0_g1_i1.p1,OG0011971,Q9JLV2
Mcav_TRINITY_GG_30889_c8_g1_i1.p1,OG0012552,F1LQX4
Mcav_TRINITY_GG_35266_c8_g1_i1.p1,OG0008882,B9EJ86
Mcav_TRINITY_GG_57643_c0_g1_i1.p1,OG0004015,NA
Mcav_TRINITY_GG_52979_c0_g1_i1.p1,OG0000697,B3EX02
Mcav_TRINITY_GG_48304_c25_g1_i1.p1,OG0012602,Q920F3
Mcav_TRINITY_GG_26989_c83_g1_i1.p1,OG0000716,Q95SX7
Mcav_TRINITY_GG_50455_c13_g1_i1.p1,OG0002123,O35567
Mcav_TRINITY_GG_37890_c3_g1_i1.p1,OG0000876,P30883
Mcav_TRINITY_GG_33585_c0_g1_i1.p1,OG0004236,Q8VC31
Mcav_TRINITY_GG_42072_c16_g1_i2.p1,OG0002707,Q8C6G8
Mcav_TRINITY_GG_47964_c0_g1_i1.p1,OG0012478,Q9JJX8
Mcav_TRINITY_GG_2838_c2_g2_i1.p1,OG0005873,Q29RP8
Mcav_TRINITY_GG_21504_c0_g1_i1.p1,OG0011455,Q08BA6
Mcav_TRINITY_GG_5791_c0_g1_i1.p1,OG0007897,Q15427
Mcav_TRINITY_GG_22946_c2_g1_i1.p1,OG0002865,P53621
Mcav_TRINITY_GG_8458_c5_g1_i1.p1,OG0002207,NA
Mcav_TRINITY_GG_60303_c0_g1_i1.p1,OG0000946,O15442
Mcav_TRINITY_GG_54278_c3_g1_i1.p1,OG0000814,Q8BW96
Mcav_TRINITY_GG_16566_c12_g1_i2.p1,OG0011419,P58200
Mcav_TRINITY_GG_36748_c4_g1_i1.p1,OG0003658,Q9NZM3
Mcav_TRINITY_GG_15117_c51_g1_i1.p1,OG0005159,Q920Q4
Mcav_TRINITY_GG_54948_c0_g1_i1.p1,OG0007389,NA
Mcav_TRINITY_GG_7958_c8_g1_i1.p1,OG0004873,P41239
Mcav_TRINITY_GG_56628_c0_g1_i1.p1,OG0004175,NA
Mcav_TRINITY_GG_32915_c3_g1_i1.p1,OG0001792,P12815
Mcav_TRINITY_GG_23301_c0_g1_i1.p1,OG0003939,Q5ZKN3
Mcav_TRINITY_GG_9323_c2_g1_i1.p1,OG0011878,Q9BQI3
Mcav_TRINITY_GG_10391_c10_g1_i1.p1,OG0004030,Q2HJ97
Mcav_TRINITY_GG_6458_c6_g1_i2.p1,OG0005576,NA
Mcav_TRINITY_GG_35278_c18_g1_i3.p1,OG0002417,A3KPN8
Mcav_TRINITY_GG_47690_c1_g1_i1.p1,OG0011932,Q15B89
Mcav_TRINITY_GG_10339_c0_g1_i2.p1,OG0004375,P47897
Mcav_TRINITY_GG_13856_c1_g1_i1.p1,OG0012220,Q5HZA1
Mcav_TRINITY_GG_14849_c9_g1_i1.p1,OG0008958,Q6P877
Mcav_TRINITY_GG_61696_c2_g1_i1.p1,OG0004061,NA
Mcav_TRINITY_GG_10625_c1_g1_i1.p1,OG0008578,Q0VF49
Mcav_TRINITY_GG_44410_c1_g1_i1.p1,OG0004191,NA
Mcav_TRINITY_GG_18760_c4_g1_i2.p1,OG0008100,Q2KIH4
Mcav_TRINITY_GG_4189_c1_g1_i1.p1,OG0003637,NA
Mcav_TRINITY_GG_56805_c6_g1_i1.p1,OG0006030,Q03137
Mcav_TRINITY_GG_27641_c6_g1_i1.p1,OG0001228,P53111
Mcav_TRINITY_GG_18081_c3_g1_i7.p1,OG0007617,Q9UKJ5
Mcav_TRINITY_GG_24965_c0_g1_i1.p1,OG0005421,Q6P2U9
Mcav_TRINITY_GG_11838_c43_g1_i2.p1,OG0007091,Q60HD2
Mcav_TRINITY_GG_53636_c7_g1_i2.p1,OG0012582,Q5EAD0
Mcav_TRINITY_GG_14934_c0_g1_i1.p1,OG0005848,C3RZA1
Mcav_TRINITY_GG_27841_c1_g1_i2.p1,OG0003194,NA
Mcav_TRINITY_GG_11622_c3_g1_i1.p1,OG0010495,P36993
Mcav_TRINITY_GG_11094_c0_g1_i1.p1,OG0008588,NA
Mcav_TRINITY_GG_46831_c15_g1_i3.p1,OG0012282,Q3B7D5
Mcav_TRINITY_GG_39416_c83_g1_i1.p1,OG0011628,Q9UBI4
Mcav_TRINITY_GG_7833_c5_g1_i1.p1,OG0005864,P40939
Mcav_TRINITY_GG_47609_c1_g1_i1.p1,OG0008583,P21868
Mcav_TRINITY_GG_36215_c2_g1_i1.p1,OG0003428,E9PYK3
Mcav_TRINITY_GG_7458_c77_g1_i1.p1,OG0007846,Q91287
Mcav_TRINITY_GG_10747_c0_g1_i1.p1,OG0011087,Q9XWB9
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,OG0004125,A6QLU1
Mcav_TRINITY_GG_10672_c5_g1_i2.p1,OG0006226,P63155
Mcav_TRINITY_GG_26781_c3_g1_i1.p1,OG0003064,Q640I9
Mcav_TRINITY_GG_43391_c3_g1_i2.p1,OG0008284,Q8R4F0
Mcav_TRINITY_GG_43066_c3_g2_i1.p1,OG0005491,Q4V899
Mcav_TRINITY_GG_60702_c2_g1_i1.p1,OG0010121,Q5RC90
Mcav_TRINITY_GG_25640_c10_g1_i1.p1,OG0002390,Q6NYG8
Mcav_TRINITY_GG_36733_c5_g1_i1.p1,OG0010301,Q9BY11
Mcav_TRINITY_GG_24284_c0_g1_i1.p1,OG0002492,NA
Mcav_TRINITY_GG_14817_c9_g1_i1.p1,OG0008247,NA
Mcav_TRINITY_GG_51454_c7_g1_i1.p2,OG0012223,Q8BZW8
Mcav_TRINITY_GG_38700_c1_g1_i1.p1,OG0002751,P11387
Mcav_TRINITY_GG_13007_c4_g1_i1.p1,OG0000671,Q71RS6
Mcav_TRINITY_GG_28459_c105_g1_i1.p1,OG0002409,Q1ZZH0
Mcav_TRINITY_GG_33206_c0_g1_i1.p1,OG0012705,Q90419
Mcav_TRINITY_GG_16603_c9_g1_i1.p1,OG0003927,Q3UKU1
Mcav_TRINITY_GG_54496_c5_g1_i1.p1,OG0006858,F4NUJ6
Mcav_TRINITY_GG_7952_c5_g1_i1.p1,OG0006182,O35593
Mcav_TRINITY_GG_48729_c0_g1_i1.p1,OG0002873,NA
Mcav_TRINITY_GG_59454_c4_g1_i1.p1,OG0007845,NA
Mcav_TRINITY_GG_46676_c0_g1_i1.p1,OG0012350,Q98948
Mcav_TRINITY_GG_61377_c2_g1_i2.p1,OG0012663,NA
Mcav_TRINITY_GG_26584_c0_g1_i1.p1,OG0005388,Q3MII6
Mcav_TRINITY_GG_58454_c4_g1_i1.p1,OG0005026,Q5RI56
Mcav_TRINITY_GG_53198_c7_g1_i1.p1,OG0000576,A0A286QZ36
Mcav_TRINITY_GG_16530_c8_g1_i3.p1,OG0002411,B2D0J4
Mcav_TRINITY_GG_57898_c0_g1_i1.p1,OG0003279,O95071
Mcav_TRINITY_GG_35572_c0_g1_i1.p1,OG0012050,Q96SW2
Mcav_TRINITY_GG_42649_c12_g1_i1.p1,OG0012174,Q7Z5Y7
Mcav_TRINITY_GG_48847_c5_g1_i6.p1,OG0012748,Q2T9S7
Mcav_TRINITY_GG_50809_c4_g1_i1.p1,OG0008914,Q8Q0U0
Mcav_TRINITY_GG_38327_c8_g1_i1.p1,OG0002446,Q8K0Q5
Mcav_TRINITY_GG_60085_c3_g1_i1.p1,OG0003264,Q28728
Mcav_TRINITY_GG_18809_c7_g1_i2.p1,OG0008805,Q7ZZ00
Mcav_TRINITY_GG_41653_c135_g1_i2.p1,OG0006575,A4IHW3
Mcav_TRINITY_GG_59150_c1_g1_i1.p1,OG0005590,NA
Mcav_TRINITY_GG_6039_c1_g1_i1.p1,OG0007271,Q5R752
Mcav_TRINITY_GG_47170_c1_g1_i1.p1,OG0000325,Q2HJ86
Mcav_TRINITY_GG_47367_c4_g1_i2.p1,OG0012644,Q69ZU8
Mcav_TRINITY_GG_38861_c3_g1_i1.p1,OG0006239,NA
Mcav_TRINITY_GG_30814_c1_g1_i1.p1,OG0001386,NA
Mcav_TRINITY_GG_13053_c0_g1_i1.p1,OG0011936,NA
Mcav_TRINITY_GG_1830_c7_g1_i2.p1,OG0003402,Q5R8B0
Mcav_TRINITY_GG_1960_c9_g1_i1.p1,OG0005741,NA
Mcav_TRINITY_GG_59952_c2_g1_i1.p1,OG0011309,Q9WTK7
Mcav_TRINITY_GG_50042_c3_g1_i5.p1,OG0002980,Q9ULK2
Mcav_TRINITY_GG_58317_c8_g1_i1.p1,OG0004472,Q924A2
Mcav_TRINITY_GG_5924_c12_g1_i2.p1,OG0007994,Q96HN2
Mcav_TRINITY_GG_10647_c1_g1_i1.p1,OG0010738,Q0V882
Mcav_TRINITY_GG_58772_c9_g1_i1.p1,OG0003903,NA
Mcav_TRINITY_GG_12687_c1_g1_i2.p1,OG0002179,NA
Mcav_TRINITY_GG_52407_c13_g2_i1.p1,OG0012825,NA
Mcav_TRINITY_GG_16414_c10_g1_i5.p1,OG0008950,NA
Mcav_TRINITY_GG_19751_c0_g1_i1.p1,OG0008212,Q29S14
Mcav_TRINITY_GG_1421_c0_g1_i1.p1,OG0010250,D2HKB0
Mcav_TRINITY_GG_48798_c9_g1_i2.p1,OG0007651,NA
Mcav_TRINITY_GG_33617_c3_g1_i2.p1,OG0008202,Q58588
Mcav_TRINITY_GG_51373_c0_g1_i1.p1,OG0007736,O35393
Mcav_TRINITY_GG_6623_c43_g2_i1.p1,OG0008545,A5D8W1
Mcav_TRINITY_GG_12154_c1_g1_i1.p1,OG0003248,Q6PB44
Mcav_TRINITY_GG_8942_c2_g1_i1.p1,OG0004014,Q8HXW6
Mcav_TRINITY_GG_30736_c1_g2_i2.p1,OG0007905,Q9CZV5
Mcav_TRINITY_GG_60418_c1_g1_i1.p1,OG0003176,Q69ZW3
Mcav_TRINITY_GG_51240_c1_g1_i1.p1,OG0005956,NA
Mcav_TRINITY_GG_1812_c2_g1_i4.p1,OG0007496,Q0DKP4
Mcav_TRINITY_GG_18262_c2_g1_i1.p1,OG0008660,I6LDA6
Mcav_TRINITY_GG_58692_c5_g1_i1.p1,OG0012791,NA
Mcav_TRINITY_GG_23021_c72_g1_i1.p1,OG0012011,Q9NPF2
Mcav_TRINITY_GG_35946_c0_g1_i1.p1,OG0001259,Q5R614
Mcav_TRINITY_GG_4613_c1_g1_i1.p1,OG0011049,A3KMR8
Mcav_TRINITY_GG_36732_c1_g1_i1.p2,OG0003080,P49578
Mcav_TRINITY_GG_4927_c19_g1_i1.p1,OG0011942,Q0II68
Mcav_TRINITY_GG_42363_c3_g1_i1.p1,OG0012273,Q1LV46
Mcav_TRINITY_GG_55954_c5_g1_i1.p1,OG0008377,NA
Mcav_TRINITY_GG_12906_c0_g1_i1.p1,OG0002452,Q9Y289
Mcav_TRINITY_GG_35423_c7_g1_i4.p1,OG0004979,P21521
Mcav_TRINITY_GG_42112_c2_g1_i2.p1,OG0008413,Q6TNS2
Mcav_TRINITY_GG_4976_c10_g2_i1.p1,OG0004004,A0JNC2
Mcav_TRINITY_GG_60583_c4_g1_i1.p1,OG0012079,P00491
Mcav_TRINITY_GG_18308_c0_g1_i1.p1,OG0005342,Q8BGK5
Mcav_TRINITY_GG_12986_c1_g1_i1.p1,OG0008698,Q63312
Mcav_TRINITY_GG_41734_c4_g1_i1.p1,OG0003538,P16621
Mcav_TRINITY_GG_36923_c1_g1_i3.p1,OG0005750,NA
Mcav_TRINITY_GG_54533_c20_g1_i1.p1,OG0012676,O70589
Mcav_TRINITY_GG_31614_c0_g1_i1.p1,OG0000812,NA
Mcav_TRINITY_GG_26974_c1_g2_i1.p1,OG0001459,Q7SX99
Mcav_TRINITY_GG_16019_c2_g1_i1.p1,OG0003913,Q8N3R9
Mcav_TRINITY_GG_55030_c10_g1_i1.p1,OG0006748,Q8MIZ3
Mcav_TRINITY_GG_49571_c0_g1_i2.p1,OG0004262,Q5ZHS1
Mcav_TRINITY_GG_23999_c11_g1_i1.p1,OG0004278,NA
Mcav_TRINITY_GG_3057_c0_g1_i2.p1,OG0001175,O00534
Mcav_TRINITY_GG_55191_c5_g1_i3.p1,OG0012809,Q9NWZ5
Mcav_TRINITY_GG_3949_c2_g1_i1.p1,OG0000376,NA
Mcav_TRINITY_GG_50001_c0_g1_i1.p1,OG0000788,NA
Mcav_TRINITY_GG_6694_c1_g1_i1.p1,OG0008253,Q28DS0
Mcav_TRINITY_GG_50718_c5_g1_i2.p2,OG0007930,Q3MHZ2
Mcav_TRINITY_GG_50890_c2_g1_i1.p1,OG0007932,H3ZPL1
Mcav_TRINITY_GG_44147_c4_g1_i2.p1,OG0001123,P20715
Mcav_TRINITY_GG_44648_c4_g1_i1.p1,OG0008481,B8UU78
Mcav_TRINITY_GG_11100_c12_g1_i1.p1,OG0007289,Q8YV57
Mcav_TRINITY_GG_49172_c98_g1_i1.p1,OG0012878,A7SK27
Mcav_TRINITY_GG_12784_c6_g1_i1.p1,OG0008358,Q5RBL6
Mcav_TRINITY_GG_23426_c1_g2_i1.p1,OG0001257,NA
Mcav_TRINITY_GG_22288_c4_g1_i1.p1,OG0008798,Q29099
Mcav_TRINITY_GG_49549_c0_g1_i1.p1,OG0007128,Q9A8Z4
Mcav_TRINITY_GG_1323_c21_g1_i1.p1,OG0001936,Q62638
Mcav_TRINITY_GG_60598_c3_g1_i3.p1,OG0008102,Q9Z2A7
Mcav_TRINITY_GG_61517_c4_g1_i1.p1,OG0006708,O75354
Mcav_TRINITY_GG_23226_c0_g1_i1.p1,OG0010946,Q7TMF2
Mcav_TRINITY_GG_6696_c0_g1_i1.p1,OG0004441,Q5M9F5
Mcav_TRINITY_GG_4639_c1_g1_i1.p1,OG0011580,Q9WYX8
Mcav_TRINITY_GG_13901_c0_g1_i1.p1,OG0002761,NA
Mcav_TRINITY_GG_16406_c6_g1_i2.p1,OG0004193,NA
Mcav_TRINITY_GG_2456_c2_g1_i1.p1,OG0005735,Q8BMJ7
Mcav_TRINITY_GG_15791_c0_g1_i1.p1,OG0001248,NA
Mcav_TRINITY_GG_14641_c0_g2_i5.p1,OG0002096,P35903
Mcav_TRINITY_GG_30630_c3_g1_i1.p1,OG0000906,Q5MAU8
Mcav_TRINITY_GG_24333_c0_g1_i1.p1,OG0001268,P16621
Mcav_TRINITY_GG_34199_c2_g1_i1.p1,OG0010613,Q810N6
Mcav_TRINITY_GG_42373_c0_g1_i1.p1,OG0008017,Q68D86
Mcav_TRINITY_GG_12721_c0_g1_i1.p1,OG0006076,P18519
Mcav_TRINITY_GG_43702_c10_g2_i2.p1,OG0002919,Q5F4A1
Mcav_TRINITY_GG_51674_c0_g1_i1.p1,OG0008754,Q28GD4
Mcav_TRINITY_GG_37476_c10_g1_i2.p1,OG0012880,P50591
Mcav_TRINITY_GG_51145_c2_g1_i1.p1,OG0011339,NA
Mcav_TRINITY_GG_32724_c0_g1_i1.p1,OG0006006,Q9DE07
Mcav_TRINITY_GG_16067_c4_g1_i1.p1,OG0011165,Q5VXJ0
Mcav_TRINITY_GG_9936_c0_g1_i1.p1,OG0002193,A2AX52
Mcav_TRINITY_GG_4027_c1_g1_i1.p1,OG0011616,P47800
Mcav_TRINITY_GG_13549_c69_g1_i1.p1,OG0001182,Q9WYP5
Mcav_TRINITY_GG_10627_c11_g1_i1.p1,OG0000429,NA
Mcav_TRINITY_GG_38014_c6_g1_i1.p1,OG0011768,Q96PX1
Mcav_TRINITY_GG_12904_c2_g1_i1.p1,OG0012660,Q49A92
Mcav_TRINITY_GG_6676_c3_g1_i1.p1,OG0005090,Q6TUG0
Mcav_TRINITY_GG_34655_c4_g1_i4.p1,OG0002687,O95671
Mcav_TRINITY_GG_39104_c129_g1_i1.p1,OG0008368,Q9CR16
Mcav_TRINITY_GG_34207_c13_g1_i2.p1,OG0001949,Q5ZKD7
Mcav_TRINITY_GG_32722_c4_g2_i1.p1,OG0005872,P10658
Mcav_TRINITY_GG_38840_c0_g1_i1.p1,OG0003655,NA
Mcav_TRINITY_GG_7092_c5_g1_i1.p1,OG0008525,Q17QW3
Mcav_TRINITY_GG_10988_c0_g1_i1.p1,OG0010699,Q9Z2Q5
Mcav_TRINITY_GG_52410_c3_g1_i1.p1,OG0001844,Q9BZL4
Mcav_TRINITY_GG_6488_c12_g1_i2.p1,OG0002215,Q62829
Mcav_TRINITY_GG_28551_c6_g1_i1.p1,OG0008532,NA
Mcav_TRINITY_GG_40921_c0_g1_i1.p1,OG0010552,Q6ICH7
Mcav_TRINITY_GG_50548_c4_g1_i1.p1,OG0001113,Q9P0X4
Mcav_TRINITY_GG_3536_c0_g1_i1.p1,OG0001122,NA
Mcav_TRINITY_GG_16207_c3_g1_i2.p1,OG0000090,Q7TPV2
Mcav_TRINITY_GG_42327_c0_g1_i1.p1,OG0003060,NA
Mcav_TRINITY_GG_49414_c1_g1_i1.p1,OG0011565,P84039
Mcav_TRINITY_GG_2835_c27_g1_i1.p1,OG0010785,NA
