"human_gene_name","human_gene_pfam","mcav_gene_name"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13867_c27_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13873_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13867_c27_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_41349_c2_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_60282_c9_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_20877_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13867_c27_g1_i8.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_33453_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36811_c1_g1_i7.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_56687_c3_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_22983_c18_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_6623_c38_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_19625_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_17202_c13_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_54437_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_49409_c4_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_16169_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_11029_c3_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_21726_c3_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_19605_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36346_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_56490_c11_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_56490_c11_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37579_c4_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_34200_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_5363_c5_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_40835_c21_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_8041_c3_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_41688_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36329_c11_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18331_c0_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37576_c2_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_52448_c23_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18336_c4_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_30900_c1_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37613_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_48597_c1_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18332_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_2608_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18331_c0_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_27836_c7_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_27836_c7_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_56687_c6_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_11637_c6_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_54373_c5_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_55837_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13539_c10_g1_i1.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_43053_c13_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58790_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_56319_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58418_c5_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_29013_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_49709_c40_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_12586_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_32830_c7_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_25196_c3_g1_i5.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_31263_c0_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_38481_c1_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_19625_c1_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36811_c1_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_59599_c6_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_35000_c6_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_35186_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_41308_c3_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_53595_c1_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_26444_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_19812_c9_g1_i1.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18422_c10_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18422_c10_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_45457_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_41023_c191_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13875_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_355_c4_g1_i4.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_52337_c15_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_18097_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_34297_c3_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_12758_c0_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_27266_c9_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37579_c5_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_28063_c2_g3_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_8893_c3_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58434_c32_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_9707_c16_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_43014_c1_g1_i3.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58434_c32_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58434_c32_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_9707_c16_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_20170_c14_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58434_c10_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_29962_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_11751_c3_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36329_c13_g1_i2.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36329_c13_g1_i4.p3"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_12571_c1_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_22984_c94_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36329_c5_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_14670_c3_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37718_c0_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37718_c0_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_12148_c7_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_36811_c1_g1_i4.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_38879_c11_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_38879_c11_g1_i3.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_57325_c22_g1_i3.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_13867_c16_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_58434_c28_g2_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_47797_c6_g1_i2.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_60573_c5_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_47797_c6_g1_i3.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_37433_c3_g1_i3.p2"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_52998_c2_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_17073_c10_g1_i1.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_17073_c10_g1_i2.p1"
"NP_000745.1","PF13847.10","Mcav_TRINITY_GG_16641_c1_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_53595_c1_g2_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_14670_c3_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_31782_c0_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_11637_c6_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_56974_c6_g1_i2.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_5363_c5_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_43193_c5_g2_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_22155_c2_g1_i2.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_54496_c5_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_29013_c0_g1_i1.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_22983_c18_g1_i2.p1"
"NP_000745.1","PF02475.20","Mcav_TRINITY_GG_29425_c7_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_41688_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_56687_c6_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_34297_c3_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_37718_c0_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_37718_c0_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_29425_c7_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_51313_c2_g1_i3.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13873_c2_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13873_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_48424_c14_g1_i3.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13867_c27_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13867_c27_g1_i3.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_31610_c0_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_21726_c3_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_49409_c4_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_28667_c1_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_36019_c3_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_36191_c0_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_18422_c10_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_25196_c3_g1_i5.p2"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_57325_c22_g1_i3.p2"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_18422_c10_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13539_c10_g1_i1.p2"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_9239_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_19625_c1_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_5363_c5_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_34200_c0_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_29013_c0_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_19605_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13539_c10_g2_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_25196_c3_g1_i3.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_12586_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_32830_c7_g2_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_13867_c27_g1_i8.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_41128_c7_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_60573_c5_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_42933_c4_g1_i1.p2"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_26444_c2_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_11637_c6_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_41349_c2_g1_i3.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_22983_c18_g1_i2.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_355_c4_g1_i4.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_36346_c1_g1_i1.p1"
"NP_000745.1","PF01135.23","Mcav_TRINITY_GG_9936_c0_g1_i1.p1"
"NP_000745.1","PF04989.16","Mcav_TRINITY_GG_29234_c15_g1_i3.p1"
"NP_000745.1","PF04989.16","Mcav_TRINITY_GG_21905_c15_g1_i10.p2"
"NP_000745.1","PF04989.16","Mcav_TRINITY_GG_31610_c0_g1_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_55445_c18_g1_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_16982_c0_g1_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_38391_c12_g2_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_38391_c12_g2_i2.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_49736_c5_g1_i3.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_20098_c30_g1_i4.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_20098_c30_g1_i2.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_55445_c19_g1_i5.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_30061_c1_g1_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_16975_c0_g1_i1.p1"
"NP_000778.3","PF01082.24","Mcav_TRINITY_GG_51428_c1_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_55445_c18_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_38391_c12_g2_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_20098_c30_g1_i4.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_20098_c30_g1_i2.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_49736_c5_g1_i3.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_16982_c0_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_55445_c19_g1_i5.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_38391_c12_g2_i2.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_20098_c30_g1_i3.p2"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_38391_c12_g2_i3.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_19971_c1_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_8614_c8_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_8614_c8_g1_i2.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_3842_c4_g1_i1.p1"
"NP_000778.3","PF03712.19","Mcav_TRINITY_GG_14952_c6_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_39994_c5_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_16982_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_16975_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_38391_c12_g2_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_29928_c0_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_44663_c1_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_44663_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_19465_c29_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_19465_c29_g2_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_55445_c18_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_11330_c7_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_9592_c4_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_38413_c3_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_11335_c12_g1_i5.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_23948_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_52309_c12_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_30061_c1_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_29894_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_39123_c7_g1_i2.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_47651_c0_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_24634_c1_g1_i1.p1"
"NP_000778.3","PF03351.21","Mcav_TRINITY_GG_52308_c0_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_50090_c3_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_22984_c94_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_8431_c5_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_38105_c5_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_14408_c8_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_56726_c162_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_24292_c11_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_51193_c1_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_27263_c12_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i4.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i5.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_56726_c162_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_23021_c85_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_38518_c10_g1_i4.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_38518_c10_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_18367_c17_g2_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_38522_c10_g1_i11.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_50890_c2_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_50891_c0_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_34177_c1_g1_i7.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_14408_c5_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_38522_c10_g1_i10.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_14408_c9_g1_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i1.p3"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_14408_c9_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_56726_c162_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_40007_c0_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_40420_c5_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_40420_c5_g1_i4.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_29422_c4_g1_i5.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_40420_c5_g1_i5.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_29422_c4_g1_i4.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_27014_c21_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_17553_c13_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_45767_c3_g1_i5.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_23200_c2_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_55753_c4_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_31795_c14_g2_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_31795_c14_g2_i3.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_50900_c2_g1_i1.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_51513_c0_g1_i1.p2"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_43102_c1_g2_i2.p1"
"NP_000781.2","PF00155.25","Mcav_TRINITY_GG_42526_c9_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_40007_c0_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_51513_c0_g1_i1.p2"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_42756_c2_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_43389_c3_g1_i2.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_23200_c2_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_8431_c5_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_51488_c0_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_14408_c8_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_22984_c94_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_23021_c85_g1_i2.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_38522_c10_g1_i11.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_38522_c10_g1_i10.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_27263_c12_g1_i2.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_46719_c15_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_46719_c9_g1_i1.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_38518_c10_g1_i2.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_38518_c10_g1_i4.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_45767_c3_g1_i5.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_45767_c3_g1_i4.p1"
"NP_000781.2","PF01212.25","Mcav_TRINITY_GG_14408_c5_g1_i2.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_9412_c17_g1_i1.p2"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_9412_c17_g1_i2.p2"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_46719_c15_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_46719_c9_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_46719_c14_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_10227_c7_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_46719_c18_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_42756_c2_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_23200_c2_g1_i1.p1"
"NP_000781.2","PF00282.23","Mcav_TRINITY_GG_43389_c3_g1_i2.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_33721_c11_g1_i3.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_33721_c11_g1_i2.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_42932_c1_g1_i2.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_38186_c10_g1_i1.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_52430_c4_g1_i1.p1"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_50861_c1_g1_i3.p2"
"NP_000889.3","PF01262.25","Mcav_TRINITY_GG_36221_c7_g1_i3.p1"
