"mcav_gene_name","human_gene_name","human_gene_pfam","orthogroup","entry"
"Mcav_TRINITY_GG_41323_c3_g1_i4.p1","NP_690863.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_41323_c3_g1_i4.p1","NP_690863.1","PF02737.22",NA,NA
"Mcav_TRINITY_GG_41323_c3_g1_i4.p1","NP_690863.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_41344_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_41344_c0_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000661.2","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_002677.1","PF08241.16","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000658.1","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000745.1","PF13847.10","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000659.2","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000660.1","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000745.1","PF09445.14","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000662.3","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000745.1","PF01135.23","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_000663.1","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_002677.1","PF13489.10","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_002677.1","PF08242.16","OG0007114","Q63159"
"Mcav_TRINITY_GG_41349_c2_g1_i3.p1","NP_001159976.1","PF00107.30","OG0007114","Q63159"
"Mcav_TRINITY_GG_41400_c0_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_41400_c0_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_41400_c0_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_000745.1","PF13578.10",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_000745.1","PF01135.23",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_002677.1","PF08241.16",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_000745.1","PF01596.21",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_000745.1","PF13847.10",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_002677.1","PF08242.16",NA,NA
"Mcav_TRINITY_GG_41688_c2_g1_i1.p1","NP_002677.1","PF13489.10",NA,NA
"Mcav_TRINITY_GG_41735_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_41735_c0_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_41748_c3_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_41748_c3_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_41755_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_41755_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_41755_c0_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_41840_c13_g1_i1.p2","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_41840_c13_g1_i1.p2","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_41865_c3_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_41872_c5_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_41903_c1_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_42142_c0_g1_i2.p1","NP_001913.2","PF00053.28","OG0002064","O15230"
"Mcav_TRINITY_GG_42142_c0_g1_i2.p1","NP_000363.1","PF00053.28","OG0002064","O15230"
"Mcav_TRINITY_GG_42142_c0_g1_i2.p1","NP_000541.1","PF00053.28","OG0002064","O15230"
"Mcav_TRINITY_GG_42142_c1_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42142_c1_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42142_c1_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42283_c43_g1_i1.p1","NP_665877.1","PF00043.29",NA,NA
"Mcav_TRINITY_GG_42283_c43_g1_i1.p1","NP_665877.1","PF13410.10",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c19_g1_i3.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i11.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i12.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF00008.31","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF12661.11","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF14670.10","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF12947.11","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF07645.19","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i3.p1","NP_000538.3","PF12662.11","OG0000123","Q14246"
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i4.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c28_g1_i5.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF14670.10","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF12661.11","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF00008.31","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF07645.19","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF12662.11","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c28_g4_i3.p1","NP_000538.3","PF12947.11","OG0006200","Q14246"
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i10.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g1_i13.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c29_g2_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c29_g3_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c38_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c43_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c44_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c45_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c7_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42290_c8_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42308_c2_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42308_c2_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42308_c2_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42308_c2_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42308_c2_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42310_c0_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42310_c1_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42310_c2_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42323_c17_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42352_c0_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i3.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i6.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_42352_c1_g1_i9.p3","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_42437_c0_g1_i1.p1","NP_033720.2","PF02728.20","OG0000865","P19801"
"Mcav_TRINITY_GG_42437_c0_g1_i1.p1","NP_003725.1","PF02728.20","OG0000865","P19801"
"Mcav_TRINITY_GG_42437_c0_g1_i1.p1","NP_003725.1","PF02727.20","OG0000865","P19801"
"Mcav_TRINITY_GG_42437_c0_g1_i1.p1","NP_033720.2","PF02727.20","OG0000865","P19801"
"Mcav_TRINITY_GG_42437_c1_g1_i1.p1","NP_003725.1","PF01179.24",NA,NA
"Mcav_TRINITY_GG_42437_c1_g1_i1.p1","NP_003725.1","PF09248.14",NA,NA
"Mcav_TRINITY_GG_42437_c1_g1_i1.p1","NP_033720.2","PF09248.14",NA,NA
"Mcav_TRINITY_GG_42437_c1_g1_i1.p1","NP_033720.2","PF01179.24",NA,NA
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000660.1","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000662.3","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_001159976.1","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000659.2","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000658.1","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000663.1","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42443_c1_g1_i1.p1","NP_000661.2","PF00107.30","OG0002835","O02691"
"Mcav_TRINITY_GG_42453_c9_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_42453_c9_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_42457_c0_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_42526_c9_g1_i1.p1","NP_000344.1","PF00155.25",NA,NA
"Mcav_TRINITY_GG_42526_c9_g1_i1.p1","NP_000781.2","PF00155.25",NA,NA
"Mcav_TRINITY_GG_42526_c9_g1_i1.p1","NP_002070.1","PF00155.25",NA,NA
"Mcav_TRINITY_GG_42526_c9_g1_i1.p1","NP_002071.2","PF00155.25",NA,NA
"Mcav_TRINITY_GG_42543_c1_g1_i1.p1","NP_690863.1","PF00899.25","OG0010708","Q9UBQ7"
"Mcav_TRINITY_GG_42543_c1_g1_i1.p1","NP_000889.3","PF07991.16","OG0010708","Q9UBQ7"
"Mcav_TRINITY_GG_42543_c1_g1_i1.p1","NP_000663.1","PF02826.23","OG0010708","Q9UBQ7"
"Mcav_TRINITY_GG_42543_c1_g1_i1.p1","NP_000660.1","PF02826.23","OG0010708","Q9UBQ7"
"Mcav_TRINITY_GG_42652_c3_g1_i2.p1","NP_001026786.3","PF00171.26","OG0003115","Q3T1L0"
"Mcav_TRINITY_GG_42652_c3_g1_i2.p1","NP_001317079.1","PF00171.26","OG0003115","Q3T1L0"
"Mcav_TRINITY_GG_42652_c3_g1_i2.p1","NP_000684.2","PF07368.15","OG0003115","Q3T1L0"
"Mcav_TRINITY_GG_42652_c3_g1_i2.p1","NP_000684.2","PF00171.26","OG0003115","Q3T1L0"
"Mcav_TRINITY_GG_42652_c3_g1_i2.p1","NP_000685.1","PF00171.26","OG0003115","Q3T1L0"
"Mcav_TRINITY_GG_4267_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
